,cash_type,card,money,coffee_name,day,month,year,hour,minute,second
0,card,ANON-0000-0000-0001,38.7,Latte,1,3,2024,10,15,50
1,card,ANON-0000-0000-0002,38.7,Hot Chocolate,1,3,2024,12,19,22
2,card,ANON-0000-0000-0002,38.7,Hot Chocolate,1,3,2024,12,20,18
3,card,ANON-0000-0000-0003,28.9,Americano,1,3,2024,13,46,33
4,card,ANON-0000-0000-0004,38.7,Latte,1,3,2024,13,48,14
5,card,ANON-0000-0000-0005,33.8,Americano with Milk,1,3,2024,15,39,47
6,card,ANON-0000-0000-0006,38.7,Hot Chocolate,1,3,2024,16,19,2
7,card,ANON-0000-0000-0007,33.8,Americano with Milk,1,3,2024,18,39,3
8,card,ANON-0000-0000-0008,38.7,Cocoa,1,3,2024,19,22,1
9,card,ANON-0000-0000-0008,33.8,Americano with Milk,1,3,2024,19,23,15
10,card,ANON-0000-0000-0009,33.8,Americano with Milk,1,3,2024,19,29,17
11,card,ANON-0000-0000-0010,28.9,Americano,2,3,2024,10,22,6
12,cash,ANON-0000-0000-0010,40.0,Latte,2,3,2024,10,30,35
13,card,ANON-0000-0000-0011,33.8,Americano with Milk,2,3,2024,10,41,41
14,card,ANON-0000-0000-0012,33.8,Americano with Milk,2,3,2024,11,59,45
15,card,ANON-0000-0000-0013,28.9,Americano,2,3,2024,14,38,35
16,card,ANON-0000-0000-0014,33.8,Americano with Milk,2,3,2024,16,37,24
17,card,ANON-0000-0000-0004,28.9,Americano,2,3,2024,17,34,54
18,cash,ANON-0000-0000-0004,40.0,Latte,3,3,2024,10,10,43
19,card,ANON-0000-0000-0015,38.7,Latte,3,3,2024,10,27,18
20,card,ANON-0000-0000-0016,28.9,Cortado,3,3,2024,11,33,56
21,card,ANON-0000-0000-0012,28.9,Americano,3,3,2024,12,26,56
22,card,ANON-0000-0000-0017,38.7,Hot Chocolate,3,3,2024,13,9,36
23,card,ANON-0000-0000-0018,38.7,Cocoa,3,3,2024,17,6,40
24,card,ANON-0000-0000-0019,28.9,Cortado,3,3,2024,17,8,45
25,card,ANON-0000-0000-0020,33.8,Americano with Milk,3,3,2024,18,3,23
26,card,ANON-0000-0000-0020,33.8,Americano with Milk,3,3,2024,18,4,27
27,card,ANON-0000-0000-0020,38.7,Hot Chocolate,3,3,2024,18,8,4
28,card,ANON-0000-0000-0001,38.7,Latte,4,3,2024,10,3,51
29,card,ANON-0000-0000-0021,38.7,Latte,4,3,2024,10,54,50
30,card,ANON-0000-0000-0012,33.8,Americano with Milk,4,3,2024,11,5,16
31,card,ANON-0000-0000-0022,24.0,Espresso,4,3,2024,14,4,37
32,card,ANON-0000-0000-0001,38.7,Latte,5,3,2024,9,59,52
33,card,ANON-0000-0000-0023,38.7,Latte,5,3,2024,14,34,55
34,card,ANON-0000-0000-0024,38.7,Latte,5,3,2024,17,34,6
35,card,ANON-0000-0000-0025,38.7,Hot Chocolate,5,3,2024,17,35,25
36,card,ANON-0000-0000-0026,38.7,Cocoa,5,3,2024,17,36,28
37,card,ANON-0000-0000-0027,38.7,Hot Chocolate,5,3,2024,17,37,13
38,card,ANON-0000-0000-0009,38.7,Hot Chocolate,5,3,2024,17,38,9
39,card,ANON-0000-0000-0028,28.9,Cortado,5,3,2024,17,56,15
40,card,ANON-0000-0000-0028,38.7,Hot Chocolate,5,3,2024,18,1,31
41,cash,ANON-0000-0000-0028,35.0,Americano with Milk,6,3,2024,12,30,27
42,card,ANON-0000-0000-0012,28.9,Americano,6,3,2024,13,24,7
43,card,ANON-0000-0000-0012,28.9,Cortado,6,3,2024,13,25,14
44,card,ANON-0000-0000-0029,38.7,Cappuccino,6,3,2024,14,52,1
45,card,ANON-0000-0000-0029,38.7,Cappuccino,6,3,2024,14,53,18
46,cash,ANON-0000-0000-0029,40.0,Latte,7,3,2024,10,8,58
47,card,ANON-0000-0000-0030,38.7,Hot Chocolate,7,3,2024,10,18,40
48,card,ANON-0000-0000-0031,38.7,Latte,7,3,2024,11,3,58
49,cash,ANON-0000-0000-0031,40.0,Latte,7,3,2024,11,25,43
50,card,ANON-0000-0000-0032,28.9,Americano,7,3,2024,15,40,22
51,card,ANON-0000-0000-0033,33.8,Americano with Milk,7,3,2024,15,41,28
52,card,ANON-0000-0000-0012,28.9,Cortado,8,3,2024,10,34,41
53,card,ANON-0000-0000-0034,38.7,Cappuccino,8,3,2024,12,22,28
54,card,ANON-0000-0000-0035,28.9,Americano,8,3,2024,13,53,2
55,card,ANON-0000-0000-0012,28.9,Americano,8,3,2024,14,44,12
56,card,ANON-0000-0000-0033,28.9,Americano,8,3,2024,14,45,11
57,card,ANON-0000-0000-0012,33.8,Americano with Milk,8,3,2024,14,46,11
58,card,ANON-0000-0000-0036,38.7,Latte,8,3,2024,18,57,51
59,card,ANON-0000-0000-0037,38.7,Latte,8,3,2024,18,59,24
60,cash,ANON-0000-0000-0037,40.0,Hot Chocolate,9,3,2024,11,49,37
61,card,ANON-0000-0000-0038,24.0,Espresso,9,3,2024,12,5,15
62,card,ANON-0000-0000-0039,28.9,Americano,9,3,2024,12,7,38
63,card,ANON-0000-0000-0012,38.7,Cappuccino,9,3,2024,12,9,47
64,card,ANON-0000-0000-0040,28.9,Americano,9,3,2024,12,13,3
65,card,ANON-0000-0000-0040,28.9,Americano,9,3,2024,12,14,26
66,card,ANON-0000-0000-0041,38.7,Latte,9,3,2024,13,9,22
67,card,ANON-0000-0000-0042,33.8,Americano with Milk,9,3,2024,13,41,6
68,card,ANON-0000-0000-0043,28.9,Cortado,9,3,2024,13,53,10
69,card,ANON-0000-0000-0043,38.7,Cappuccino,9,3,2024,13,54,36
70,card,ANON-0000-0000-0009,33.8,Americano with Milk,9,3,2024,14,8,1
71,card,ANON-0000-0000-0044,38.7,Hot Chocolate,9,3,2024,14,26,52
72,card,ANON-0000-0000-0009,38.7,Cappuccino,9,3,2024,19,17,57
73,card,ANON-0000-0000-0009,38.7,Hot Chocolate,9,3,2024,19,19,10
74,cash,ANON-0000-0000-0009,30.0,Americano,10,3,2024,7,44,18
75,cash,ANON-0000-0000-0009,35.0,Americano with Milk,10,3,2024,7,45,29
76,cash,ANON-0000-0000-0009,40.0,Latte,10,3,2024,10,6,2
77,card,ANON-0000-0000-0045,24.0,Espresso,10,3,2024,11,19,20
78,cash,ANON-0000-0000-0045,35.0,Americano with Milk,10,3,2024,17,51,3
79,card,ANON-0000-0000-0046,38.7,Latte,10,3,2024,19,34,0
80,card,ANON-0000-0000-0046,28.9,Cortado,10,3,2024,19,35,54
81,cash,ANON-0000-0000-0046,40.0,Latte,11,3,2024,10,18,46
82,cash,ANON-0000-0000-0046,40.0,Cappuccino,11,3,2024,11,24,15
83,cash,ANON-0000-0000-0046,30.0,Cortado,11,3,2024,11,24,51
84,cash,ANON-0000-0000-0046,30.0,Americano,11,3,2024,11,26,44
85,card,ANON-0000-0000-0035,38.7,Cappuccino,11,3,2024,11,32,58
86,card,ANON-0000-0000-0047,28.9,Americano,11,3,2024,16,24,26
87,card,ANON-0000-0000-0047,38.7,Latte,11,3,2024,16,25,45
88,card,ANON-0000-0000-0048,28.9,Cortado,11,3,2024,16,50,49
89,cash,ANON-0000-0000-0048,40.0,Latte,12,3,2024,10,15,0
90,card,ANON-0000-0000-0033,28.9,Americano,12,3,2024,10,15,34
91,card,ANON-0000-0000-0033,28.9,Cortado,12,3,2024,10,16,24
92,card,ANON-0000-0000-0049,38.7,Hot Chocolate,12,3,2024,11,20,45
93,card,ANON-0000-0000-0004,33.8,Americano with Milk,12,3,2024,12,46,23
94,card,ANON-0000-0000-0004,28.9,Americano,12,3,2024,12,47,26
95,card,ANON-0000-0000-0050,28.9,Americano,12,3,2024,16,15,43
96,card,ANON-0000-0000-0048,38.7,Hot Chocolate,13,3,2024,11,6,43
97,card,ANON-0000-0000-0004,28.9,Americano,13,3,2024,11,48,16
98,card,ANON-0000-0000-0051,28.9,Americano,13,3,2024,12,18,6
99,card,ANON-0000-0000-0051,28.9,Americano,13,3,2024,12,19,5
100,cash,ANON-0000-0000-0051,25.0,Espresso,13,3,2024,12,34,30
101,card,ANON-0000-0000-0052,33.8,Americano with Milk,13,3,2024,14,26,40
102,card,ANON-0000-0000-0053,24.0,Espresso,13,3,2024,15,40,22
103,card,ANON-0000-0000-0053,24.0,Espresso,13,3,2024,15,41,20
104,card,ANON-0000-0000-0054,24.0,Espresso,13,3,2024,16,47,9
105,cash,ANON-0000-0000-0054,40.0,Latte,14,3,2024,10,2,12
106,card,ANON-0000-0000-0055,38.7,Latte,14,3,2024,10,28,33
107,card,ANON-0000-0000-0055,38.7,Hot Chocolate,14,3,2024,10,29,34
108,card,ANON-0000-0000-0012,28.9,Cortado,14,3,2024,13,27,29
109,card,ANON-0000-0000-0012,28.9,Americano,14,3,2024,13,28,24
110,card,ANON-0000-0000-0056,33.8,Americano with Milk,14,3,2024,13,51,59
111,card,ANON-0000-0000-0057,24.0,Espresso,14,3,2024,13,52,56
112,card,ANON-0000-0000-0058,38.7,Latte,14,3,2024,15,20,38
113,card,ANON-0000-0000-0059,33.8,Americano with Milk,14,3,2024,16,4,9
114,card,ANON-0000-0000-0050,24.0,Espresso,14,3,2024,16,54,38
115,card,ANON-0000-0000-0019,38.7,Hot Chocolate,14,3,2024,18,58,55
116,card,ANON-0000-0000-0012,28.9,Cortado,14,3,2024,19,0,8
117,cash,ANON-0000-0000-0012,40.0,Latte,15,3,2024,10,2,16
118,card,ANON-0000-0000-0060,38.7,Hot Chocolate,15,3,2024,10,53,2
119,card,ANON-0000-0000-0012,28.9,Americano,15,3,2024,18,19,27
120,card,ANON-0000-0000-0061,33.8,Americano with Milk,16,3,2024,12,6,55
121,card,ANON-0000-0000-0061,28.9,Americano,16,3,2024,12,7,53
122,card,ANON-0000-0000-0009,28.9,Cortado,16,3,2024,15,58,18
123,card,ANON-0000-0000-0009,28.9,Cortado,16,3,2024,16,3,21
124,card,ANON-0000-0000-0012,28.9,Cortado,16,3,2024,16,4,11
125,card,ANON-0000-0000-0062,33.8,Americano with Milk,16,3,2024,17,58,7
126,cash,ANON-0000-0000-0062,40.0,Latte,17,3,2024,10,10,21
127,card,ANON-0000-0000-0063,28.9,Cortado,17,3,2024,12,55,26
128,card,ANON-0000-0000-0064,28.9,Cortado,18,3,2024,11,17,59
129,card,ANON-0000-0000-0003,28.9,Americano,18,3,2024,15,31,39
130,card,ANON-0000-0000-0003,28.9,Americano,18,3,2024,15,32,38
131,card,ANON-0000-0000-0003,28.9,Americano,18,3,2024,15,33,36
132,cash,ANON-0000-0000-0003,30.0,Cortado,19,3,2024,10,20,25
133,card,ANON-0000-0000-0065,38.7,Latte,19,3,2024,14,2,21
134,card,ANON-0000-0000-0065,38.7,Latte,19,3,2024,14,3,19
135,card,ANON-0000-0000-0049,38.7,Hot Chocolate,19,3,2024,15,4,36
136,card,ANON-0000-0000-0066,33.8,Americano with Milk,19,3,2024,16,53,48
137,cash,ANON-0000-0000-0066,40.0,Hot Chocolate,19,3,2024,19,26,32
138,card,ANON-0000-0000-0012,28.9,Cortado,20,3,2024,11,41,16
139,cash,ANON-0000-0000-0012,40.0,Latte,20,3,2024,12,21,7
140,card,ANON-0000-0000-0049,28.9,Cortado,20,3,2024,12,30,48
141,card,ANON-0000-0000-0067,38.7,Cappuccino,20,3,2024,13,16,47
142,card,ANON-0000-0000-0050,38.7,Cocoa,20,3,2024,16,42,38
143,card,ANON-0000-0000-0068,38.7,Latte,20,3,2024,17,50,28
144,cash,ANON-0000-0000-0068,40.0,Cappuccino,21,3,2024,10,18,56
145,card,ANON-0000-0000-0012,28.9,Cortado,21,3,2024,12,25,9
146,card,ANON-0000-0000-0012,38.7,Cappuccino,21,3,2024,12,26,17
147,cash,ANON-0000-0000-0012,30.0,Americano,21,3,2024,17,21,1
148,card,ANON-0000-0000-0012,28.9,Cortado,21,3,2024,17,22,1
149,card,ANON-0000-0000-0069,38.7,Latte,21,3,2024,19,20,36
150,card,ANON-0000-0000-0070,33.8,Americano with Milk,22,3,2024,10,35,53
151,card,ANON-0000-0000-0071,33.8,Americano with Milk,22,3,2024,13,29,20
152,cash,ANON-0000-0000-0071,40.0,Cappuccino,22,3,2024,16,15,14
153,card,ANON-0000-0000-0012,28.9,Americano,22,3,2024,17,17,3
154,card,ANON-0000-0000-0012,24.0,Espresso,22,3,2024,17,17,58
155,card,ANON-0000-0000-0050,28.9,Americano,22,3,2024,17,20,49
156,card,ANON-0000-0000-0072,38.7,Latte,23,3,2024,10,43,59
157,card,ANON-0000-0000-0073,33.8,Americano with Milk,23,3,2024,10,45,7
158,card,ANON-0000-0000-0074,38.7,Cappuccino,23,3,2024,13,10,7
159,card,ANON-0000-0000-0074,38.7,Cocoa,23,3,2024,13,11,12
160,card,ANON-0000-0000-0075,33.8,Americano with Milk,23,3,2024,14,44,41
161,card,ANON-0000-0000-0076,38.7,Latte,23,3,2024,15,47,19
162,card,ANON-0000-0000-0076,33.8,Americano with Milk,23,3,2024,15,49,33
163,card,ANON-0000-0000-0009,28.9,Cortado,23,3,2024,16,0,58
164,cash,ANON-0000-0000-0009,40.0,Latte,24,3,2024,10,3,56
165,card,ANON-0000-0000-0077,38.7,Latte,24,3,2024,18,45,8
166,card,ANON-0000-0000-0009,38.7,Latte,25,3,2024,10,31,47
167,cash,ANON-0000-0000-0009,35.0,Americano with Milk,25,3,2024,11,16,25
168,card,ANON-0000-0000-0078,38.7,Latte,25,3,2024,14,27,9
169,card,ANON-0000-0000-0017,38.7,Latte,25,3,2024,14,29,25
170,card,ANON-0000-0000-0024,33.8,Americano with Milk,25,3,2024,18,37,30
171,card,ANON-0000-0000-0079,38.7,Cappuccino,25,3,2024,19,34,24
172,card,ANON-0000-0000-0055,38.7,Cocoa,26,3,2024,10,35,49
173,card,ANON-0000-0000-0055,38.7,Latte,26,3,2024,10,36,36
174,card,ANON-0000-0000-0080,38.7,Latte,26,3,2024,10,42,30
175,card,ANON-0000-0000-0009,28.9,Cortado,26,3,2024,11,11,47
176,card,ANON-0000-0000-0003,28.9,Americano,26,3,2024,13,35,52
177,card,ANON-0000-0000-0032,28.9,Cortado,26,3,2024,13,36,49
178,card,ANON-0000-0000-0059,28.9,Cortado,26,3,2024,13,37,59
179,card,ANON-0000-0000-0050,28.9,Americano,26,3,2024,13,57,53
180,card,ANON-0000-0000-0081,38.7,Latte,26,3,2024,15,48,2
181,card,ANON-0000-0000-0024,38.7,Latte,26,3,2024,18,33,38
182,card,ANON-0000-0000-0009,38.7,Hot Chocolate,26,3,2024,18,34,54
183,card,ANON-0000-0000-0003,28.9,Cortado,27,3,2024,11,4,51
184,card,ANON-0000-0000-0003,33.8,Americano with Milk,27,3,2024,11,5,58
185,card,ANON-0000-0000-0082,33.8,Americano with Milk,27,3,2024,12,57,0
186,card,ANON-0000-0000-0083,38.7,Hot Chocolate,27,3,2024,13,35,20
187,card,ANON-0000-0000-0012,38.7,Cappuccino,27,3,2024,14,22,31
188,card,ANON-0000-0000-0012,28.9,Americano,27,3,2024,14,23,35
189,card,ANON-0000-0000-0084,28.9,Cortado,27,3,2024,18,30,11
190,cash,ANON-0000-0000-0084,40.0,Latte,27,3,2024,19,31,12
191,card,ANON-0000-0000-0085,28.9,Cortado,28,3,2024,14,24,47
192,card,ANON-0000-0000-0012,28.9,Cortado,28,3,2024,17,24,46
193,card,ANON-0000-0000-0012,28.9,Americano,28,3,2024,17,27,5
194,card,ANON-0000-0000-0086,38.7,Latte,28,3,2024,17,32,44
195,card,ANON-0000-0000-0087,38.7,Latte,29,3,2024,10,56,19
196,card,ANON-0000-0000-0088,38.7,Cappuccino,29,3,2024,12,34,17
197,card,ANON-0000-0000-0088,38.7,Cappuccino,29,3,2024,12,41,32
198,cash,ANON-0000-0000-0088,40.0,Cappuccino,29,3,2024,13,22,44
199,card,ANON-0000-0000-0069,38.7,Latte,30,3,2024,11,59,19
200,cash,ANON-0000-0000-0069,40.0,Cappuccino,30,3,2024,13,49,25
201,card,ANON-0000-0000-0017,38.7,Latte,30,3,2024,16,12,31
202,card,ANON-0000-0000-0009,38.7,Latte,30,3,2024,16,36,40
203,card,ANON-0000-0000-0009,33.8,Americano with Milk,30,3,2024,16,37,57
204,card,ANON-0000-0000-0089,38.7,Cappuccino,31,3,2024,10,40,4
205,cash,ANON-0000-0000-0089,30.0,Americano,31,3,2024,19,36,45
206,card,ANON-0000-0000-0004,28.9,Americano,1,4,2024,10,28,47
207,card,ANON-0000-0000-0004,33.8,Americano with Milk,1,4,2024,10,29,42
208,card,ANON-0000-0000-0004,33.8,Americano with Milk,1,4,2024,10,30,43
209,card,ANON-0000-0000-0009,33.8,Americano with Milk,1,4,2024,11,15,43
210,cash,ANON-0000-0000-0009,40.0,Cappuccino,1,4,2024,17,1,42
211,card,ANON-0000-0000-0024,33.8,Americano with Milk,1,4,2024,18,18,42
212,card,ANON-0000-0000-0090,38.7,Hot Chocolate,1,4,2024,18,45,27
213,card,ANON-0000-0000-0001,38.7,Latte,2,4,2024,10,1,14
214,card,ANON-0000-0000-0003,28.9,Americano,2,4,2024,16,18,34
215,card,ANON-0000-0000-0003,28.9,Cortado,2,4,2024,16,19,28
216,cash,ANON-0000-0000-0003,40.0,Cappuccino,2,4,2024,19,59,31
217,card,ANON-0000-0000-0003,28.9,Cortado,3,4,2024,10,19,13
218,card,ANON-0000-0000-0003,28.9,Americano,3,4,2024,10,20,7
219,card,ANON-0000-0000-0012,38.7,Cappuccino,3,4,2024,13,12,5
220,cash,ANON-0000-0000-0012,30.0,Cortado,3,4,2024,15,36,11
221,card,ANON-0000-0000-0091,38.7,Latte,4,4,2024,10,44,55
222,card,ANON-0000-0000-0092,38.7,Latte,4,4,2024,11,26,38
223,card,ANON-0000-0000-0093,38.7,Cappuccino,4,4,2024,11,27,48
224,card,ANON-0000-0000-0094,28.9,Cortado,4,4,2024,12,23,2
225,cash,ANON-0000-0000-0094,40.0,Latte,4,4,2024,19,42,7
226,card,ANON-0000-0000-0095,28.9,Americano,5,4,2024,10,40,42
227,card,ANON-0000-0000-0012,28.9,Americano,5,4,2024,10,42,6
228,card,ANON-0000-0000-0096,28.9,Cortado,5,4,2024,11,6,14
229,card,ANON-0000-0000-0097,33.8,Americano with Milk,5,4,2024,12,14,27
230,card,ANON-0000-0000-0098,38.7,Latte,5,4,2024,14,23,40
231,card,ANON-0000-0000-0098,28.9,Cortado,5,4,2024,14,24,50
232,cash,ANON-0000-0000-0098,40.0,Latte,5,4,2024,15,30,50
233,cash,ANON-0000-0000-0098,40.0,Cappuccino,5,4,2024,15,54,15
234,cash,ANON-0000-0000-0098,30.0,Americano,5,4,2024,15,55,30
235,cash,ANON-0000-0000-0098,40.0,Cocoa,5,4,2024,16,17,43
236,card,ANON-0000-0000-0003,24.0,Espresso,5,4,2024,16,18,23
237,card,ANON-0000-0000-0099,33.8,Americano with Milk,6,4,2024,12,32,31
238,card,ANON-0000-0000-0040,38.7,Cappuccino,6,4,2024,14,13,18
239,card,ANON-0000-0000-0040,28.9,Americano,6,4,2024,14,14,27
240,card,ANON-0000-0000-0009,38.7,Latte,6,4,2024,14,49,50
241,card,ANON-0000-0000-0091,38.7,Latte,7,4,2024,10,12,53
242,card,ANON-0000-0000-0040,38.7,Cappuccino,7,4,2024,12,44,31
243,card,ANON-0000-0000-0040,38.7,Cappuccino,7,4,2024,12,46,5
244,card,ANON-0000-0000-0100,28.9,Cortado,7,4,2024,14,16,24
245,card,ANON-0000-0000-0100,24.0,Espresso,7,4,2024,14,17,30
246,card,ANON-0000-0000-0101,38.7,Hot Chocolate,7,4,2024,18,1,16
247,card,ANON-0000-0000-0101,33.8,Americano with Milk,7,4,2024,18,2,3
248,card,ANON-0000-0000-0102,33.8,Americano with Milk,8,4,2024,10,58,21
249,card,ANON-0000-0000-0103,38.7,Cappuccino,8,4,2024,10,59,27
250,card,ANON-0000-0000-0012,28.9,Americano,8,4,2024,11,1,20
251,card,ANON-0000-0000-0104,38.7,Cappuccino,8,4,2024,11,4,47
252,cash,ANON-0000-0000-0104,25.0,Espresso,8,4,2024,12,54,25
253,cash,ANON-0000-0000-0104,35.0,Americano with Milk,8,4,2024,15,43,36
254,card,ANON-0000-0000-0017,38.7,Latte,8,4,2024,16,41,37
255,card,ANON-0000-0000-0105,28.9,Americano,8,4,2024,18,18,9
256,card,ANON-0000-0000-0024,33.8,Americano with Milk,8,4,2024,19,22,27
257,card,ANON-0000-0000-0106,38.7,Cappuccino,8,4,2024,19,23,59
258,cash,ANON-0000-0000-0106,40.0,Cappuccino,9,4,2024,10,22,27
259,cash,ANON-0000-0000-0106,30.0,Americano,9,4,2024,10,24,10
260,card,ANON-0000-0000-0091,38.7,Latte,9,4,2024,11,42,28
261,card,ANON-0000-0000-0107,38.7,Hot Chocolate,9,4,2024,15,11,48
262,card,ANON-0000-0000-0049,38.7,Hot Chocolate,9,4,2024,17,25,23
263,cash,ANON-0000-0000-0049,25.0,Espresso,10,4,2024,10,21,26
264,cash,ANON-0000-0000-0049,40.0,Hot Chocolate,10,4,2024,17,55,7
265,card,ANON-0000-0000-0108,24.0,Espresso,10,4,2024,17,55,31
266,card,ANON-0000-0000-0009,38.7,Cappuccino,10,4,2024,18,24,59
267,card,ANON-0000-0000-0109,38.7,Latte,10,4,2024,20,4,5
268,card,ANON-0000-0000-0110,28.9,Americano,11,4,2024,10,41,23
269,card,ANON-0000-0000-0110,28.9,Americano,11,4,2024,10,42,59
270,card,ANON-0000-0000-0017,38.7,Latte,11,4,2024,16,35,23
271,card,ANON-0000-0000-0106,38.7,Cappuccino,11,4,2024,19,16,56
272,card,ANON-0000-0000-0024,33.8,Americano with Milk,11,4,2024,19,18,36
273,card,ANON-0000-0000-0019,38.7,Hot Chocolate,12,4,2024,19,3,43
274,card,ANON-0000-0000-0009,28.9,Cortado,12,4,2024,19,38,23
275,card,ANON-0000-0000-0009,38.7,Latte,13,4,2024,12,29,19
276,card,ANON-0000-0000-0012,28.9,Americano,13,4,2024,12,43,2
277,cash,ANON-0000-0000-0012,40.0,Hot Chocolate,13,4,2024,15,6,52
278,cash,ANON-0000-0000-0012,40.0,Hot Chocolate,13,4,2024,15,7,55
279,card,ANON-0000-0000-0111,38.7,Cappuccino,13,4,2024,16,18,3
280,card,ANON-0000-0000-0111,38.7,Latte,13,4,2024,16,19,39
281,card,ANON-0000-0000-0112,38.7,Cappuccino,13,4,2024,17,51,26
282,card,ANON-0000-0000-0012,38.7,Cappuccino,13,4,2024,17,53,19
283,cash,ANON-0000-0000-0012,40.0,Latte,14,4,2024,10,55,27
284,card,ANON-0000-0000-0113,38.7,Cappuccino,14,4,2024,12,24,39
285,cash,ANON-0000-0000-0113,30.0,Cortado,14,4,2024,12,27,8
286,cash,ANON-0000-0000-0113,30.0,Cortado,14,4,2024,12,29,6
287,cash,ANON-0000-0000-0113,35.0,Americano with Milk,14,4,2024,12,31,36
288,card,ANON-0000-0000-0114,28.9,Cortado,14,4,2024,13,21,49
289,card,ANON-0000-0000-0012,28.9,Americano,14,4,2024,14,23,31
290,card,ANON-0000-0000-0012,28.9,Americano,14,4,2024,14,24,26
