,cash_type,card,money,coffee_name,day,month,year,hour,minute,second
853,card,ANON-0000-0000-0318,37.72,Cappuccino,22,6,2024,22,10,22
854,card,ANON-0000-0000-0012,32.82,Americano with Milk,23,6,2024,18,12,1
855,card,ANON-0000-0000-0012,32.82,Americano with Milk,23,6,2024,18,13,50
856,card,ANON-0000-0000-0319,37.72,Cappuccino,23,6,2024,21,6,46
857,card,ANON-0000-0000-0320,37.72,Latte,23,6,2024,21,29,7
858,card,ANON-0000-0000-0320,37.72,Cappuccino,23,6,2024,21,30,36
859,card,ANON-0000-0000-0164,32.82,Americano with Milk,24,6,2024,11,44,39
860,card,ANON-0000-0000-0180,37.72,Cappuccino,24,6,2024,11,49,36
861,card,ANON-0000-0000-0180,37.72,Cappuccino,24,6,2024,11,50,44
862,card,ANON-0000-0000-0321,37.72,Latte,24,6,2024,15,2,28
863,card,ANON-0000-0000-0203,37.72,Cappuccino,24,6,2024,16,46,0
864,card,ANON-0000-0000-0203,37.72,Cappuccino,24,6,2024,16,47,0
865,card,ANON-0000-0000-0322,37.72,Latte,25,6,2024,8,19,24
866,card,ANON-0000-0000-0012,32.82,Americano with Milk,25,6,2024,10,28,26
867,card,ANON-0000-0000-0040,32.82,Americano with Milk,25,6,2024,10,29,42
868,card,ANON-0000-0000-0203,37.72,Cappuccino,25,6,2024,11,34,52
869,card,ANON-0000-0000-0323,37.72,Latte,26,6,2024,9,33,1
870,card,ANON-0000-0000-0324,23.02,Espresso,26,6,2024,16,32,29
871,card,ANON-0000-0000-0325,27.92,Americano,26,6,2024,16,34,1
872,card,ANON-0000-0000-0009,37.72,Latte,26,6,2024,21,21,53
873,card,ANON-0000-0000-0009,37.72,Cappuccino,26,6,2024,21,27,0
874,card,ANON-0000-0000-0206,32.82,Americano with Milk,26,6,2024,21,28,14
875,card,ANON-0000-0000-0326,32.82,Americano with Milk,27,6,2024,9,15,43
876,card,ANON-0000-0000-0327,27.92,Cortado,27,6,2024,16,11,48
877,card,ANON-0000-0000-0328,32.82,Americano with Milk,27,6,2024,21,44,3
878,card,ANON-0000-0000-0329,37.72,Cappuccino,27,6,2024,21,50,31
879,card,ANON-0000-0000-0141,27.92,Cortado,28,6,2024,8,8,35
880,card,ANON-0000-0000-0274,23.02,Espresso,28,6,2024,17,51,53
881,card,ANON-0000-0000-0330,32.82,Americano with Milk,28,6,2024,21,50,55
882,card,ANON-0000-0000-0331,37.72,Latte,28,6,2024,21,52,1
883,card,ANON-0000-0000-0332,37.72,Cappuccino,28,6,2024,22,28,19
884,card,ANON-0000-0000-0097,32.82,Americano with Milk,29,6,2024,9,47,10
885,card,ANON-0000-0000-0333,32.82,Americano with Milk,29,6,2024,11,40,19
886,card,ANON-0000-0000-0333,32.82,Americano with Milk,29,6,2024,11,41,26
887,card,ANON-0000-0000-0334,37.72,Cappuccino,29,6,2024,12,30,24
888,card,ANON-0000-0000-0334,37.72,Cappuccino,29,6,2024,12,31,42
889,card,ANON-0000-0000-0335,37.72,Cappuccino,29,6,2024,17,23,43
890,card,ANON-0000-0000-0335,37.72,Hot Chocolate,29,6,2024,17,24,52
891,card,ANON-0000-0000-0009,37.72,Latte,29,6,2024,21,27,22
892,card,ANON-0000-0000-0336,37.72,Latte,30,6,2024,10,28,9
893,card,ANON-0000-0000-0337,23.02,Espresso,30,6,2024,13,5,50
894,card,ANON-0000-0000-0009,37.72,Hot Chocolate,30,6,2024,16,54,41
895,card,ANON-0000-0000-0097,32.82,Americano with Milk,30,6,2024,21,4,9
896,card,ANON-0000-0000-0012,23.02,Espresso,1,7,2024,18,7,26
897,card,ANON-0000-0000-0338,37.72,Cappuccino,1,7,2024,18,56,51
898,card,ANON-0000-0000-0339,37.72,Cappuccino,1,7,2024,18,57,54
899,card,ANON-0000-0000-0304,32.82,Americano with Milk,2,7,2024,10,42,54
900,card,ANON-0000-0000-0304,27.92,Americano,2,7,2024,10,45,0
901,card,ANON-0000-0000-0019,37.72,Latte,2,7,2024,12,48,5
902,card,ANON-0000-0000-0340,27.92,Americano,2,7,2024,14,3,13
903,card,ANON-0000-0000-0341,32.82,Americano with Milk,2,7,2024,16,31,24
904,card,ANON-0000-0000-0329,32.82,Americano with Milk,2,7,2024,22,2,23
905,card,ANON-0000-0000-0012,32.82,Americano with Milk,3,7,2024,13,51,14
906,card,ANON-0000-0000-0342,37.72,Cappuccino,3,7,2024,16,1,16
907,card,ANON-0000-0000-0343,37.72,Cappuccino,3,7,2024,16,50,25
908,card,ANON-0000-0000-0270,32.82,Americano with Milk,3,7,2024,16,53,15
909,card,ANON-0000-0000-0344,32.82,Americano with Milk,3,7,2024,16,54,22
910,card,ANON-0000-0000-0270,37.72,Latte,3,7,2024,16,55,31
911,card,ANON-0000-0000-0345,23.02,Espresso,3,7,2024,16,59,25
912,card,ANON-0000-0000-0346,37.72,Cappuccino,3,7,2024,17,59,1
913,card,ANON-0000-0000-0009,37.72,Latte,3,7,2024,19,6,9
914,card,ANON-0000-0000-0143,32.82,Americano with Milk,4,7,2024,10,26,23
915,card,ANON-0000-0000-0012,27.92,Americano,4,7,2024,10,27,30
916,card,ANON-0000-0000-0058,37.72,Cocoa,5,7,2024,12,20,28
917,card,ANON-0000-0000-0040,32.82,Americano with Milk,5,7,2024,13,43,43
918,card,ANON-0000-0000-0347,32.82,Americano with Milk,5,7,2024,13,44,43
919,card,ANON-0000-0000-0348,23.02,Espresso,5,7,2024,18,55,56
920,card,ANON-0000-0000-0099,27.92,Americano,5,7,2024,19,55,7
921,card,ANON-0000-0000-0349,23.02,Espresso,5,7,2024,22,11,56
922,card,ANON-0000-0000-0350,27.92,Americano,5,7,2024,22,18,3
923,card,ANON-0000-0000-0350,27.92,Americano,5,7,2024,22,18,56
924,card,ANON-0000-0000-0351,37.72,Cappuccino,5,7,2024,22,20,1
925,card,ANON-0000-0000-0351,32.82,Americano with Milk,5,7,2024,22,21,9
926,card,ANON-0000-0000-0352,37.72,Latte,6,7,2024,10,28,6
927,card,ANON-0000-0000-0009,32.82,Latte,6,7,2024,17,15,46
928,card,ANON-0000-0000-0009,32.82,Latte,6,7,2024,17,17,1
929,card,ANON-0000-0000-0012,32.82,Latte,6,7,2024,19,9,46
930,card,ANON-0000-0000-0012,27.92,Americano with Milk,6,7,2024,19,10,39
931,card,ANON-0000-0000-0303,32.82,Cappuccino,7,7,2024,9,4,20
932,card,ANON-0000-0000-0353,27.92,Americano with Milk,7,7,2024,9,14,29
933,card,ANON-0000-0000-0353,27.92,Americano with Milk,7,7,2024,9,15,36
934,card,ANON-0000-0000-0354,32.82,Cappuccino,7,7,2024,9,28,48
935,card,ANON-0000-0000-0354,32.82,Cappuccino,7,7,2024,9,29,56
936,card,ANON-0000-0000-0355,32.82,Hot Chocolate,7,7,2024,14,56,30
937,card,ANON-0000-0000-0355,32.82,Cocoa,7,7,2024,14,57,47
938,card,ANON-0000-0000-0356,32.82,Latte,7,7,2024,17,7,50
939,card,ANON-0000-0000-0357,32.82,Cappuccino,7,7,2024,19,33,27
940,card,ANON-0000-0000-0358,32.82,Hot Chocolate,7,7,2024,20,1,31
941,card,ANON-0000-0000-0359,27.92,Americano with Milk,7,7,2024,22,33,36
942,card,ANON-0000-0000-0360,32.82,Latte,8,7,2024,7,33,7
943,card,ANON-0000-0000-0361,23.02,Americano,8,7,2024,12,2,50
944,card,ANON-0000-0000-0362,23.02,Americano,8,7,2024,14,40,24
945,card,ANON-0000-0000-0363,27.92,Americano with Milk,8,7,2024,19,30,34
946,card,ANON-0000-0000-0019,32.82,Latte,8,7,2024,22,14,46
947,card,ANON-0000-0000-0333,27.92,Americano with Milk,9,7,2024,10,26,52
948,card,ANON-0000-0000-0276,27.92,Americano with Milk,9,7,2024,10,40,28
949,card,ANON-0000-0000-0194,27.92,Americano with Milk,9,7,2024,11,21,36
950,card,ANON-0000-0000-0194,32.82,Cappuccino,9,7,2024,11,22,49
951,card,ANON-0000-0000-0364,27.92,Americano with Milk,9,7,2024,16,42,59
952,card,ANON-0000-0000-0365,23.02,Americano,10,7,2024,11,10,41
953,card,ANON-0000-0000-0366,27.92,Americano with Milk,10,7,2024,12,28,53
954,card,ANON-0000-0000-0328,32.82,Latte,10,7,2024,22,13,10
955,card,ANON-0000-0000-0367,32.82,Hot Chocolate,11,7,2024,11,27,27
956,card,ANON-0000-0000-0368,27.92,Americano with Milk,11,7,2024,16,48,18
957,card,ANON-0000-0000-0369,32.82,Latte,11,7,2024,22,22,13
958,card,ANON-0000-0000-0370,23.02,Americano,11,7,2024,22,30,58
959,card,ANON-0000-0000-0371,23.02,Cortado,12,7,2024,8,3,17
960,card,ANON-0000-0000-0372,32.82,Hot Chocolate,12,7,2024,11,48,33
961,card,ANON-0000-0000-0178,32.82,Hot Chocolate,12,7,2024,22,33,25
962,card,ANON-0000-0000-0177,32.82,Hot Chocolate,12,7,2024,22,34,14
963,card,ANON-0000-0000-0179,32.82,Hot Chocolate,12,7,2024,22,35,29
964,card,ANON-0000-0000-0365,32.82,Latte,13,7,2024,10,38,10
965,card,ANON-0000-0000-0365,32.82,Latte,13,7,2024,11,41,38
966,card,ANON-0000-0000-0373,23.02,Americano,14,7,2024,10,54,24
967,card,ANON-0000-0000-0373,27.92,Americano with Milk,14,7,2024,10,55,30
968,card,ANON-0000-0000-0373,32.82,Cappuccino,14,7,2024,10,56,30
969,card,ANON-0000-0000-0374,32.82,Latte,14,7,2024,10,57,54
970,card,ANON-0000-0000-0375,23.02,Americano,14,7,2024,11,2,11
971,card,ANON-0000-0000-0376,32.82,Latte,14,7,2024,22,31,29
972,card,ANON-0000-0000-0377,32.82,Cappuccino,15,7,2024,7,33,5
973,card,ANON-0000-0000-0378,27.92,Americano with Milk,16,7,2024,12,23,37
974,card,ANON-0000-0000-0367,32.82,Hot Chocolate,16,7,2024,19,29,25
975,card,ANON-0000-0000-0379,27.92,Americano with Milk,17,7,2024,13,4,59
976,card,ANON-0000-0000-0380,27.92,Americano with Milk,18,7,2024,11,10,13
977,card,ANON-0000-0000-0381,18.12,Espresso,18,7,2024,11,11,23
978,card,ANON-0000-0000-0059,23.02,Americano,18,7,2024,11,32,59
979,card,ANON-0000-0000-0059,23.02,Americano,18,7,2024,11,34,48
980,card,ANON-0000-0000-0059,23.02,Cortado,18,7,2024,11,35,51
981,card,ANON-0000-0000-0375,32.82,Latte,18,7,2024,13,23,33
982,card,ANON-0000-0000-0382,32.82,Cappuccino,18,7,2024,18,18,23
983,card,ANON-0000-0000-0009,32.82,Latte,18,7,2024,19,30,50
984,card,ANON-0000-0000-0383,32.82,Hot Chocolate,18,7,2024,21,19,41
985,card,ANON-0000-0000-0383,32.82,Latte,18,7,2024,21,21,59
986,card,ANON-0000-0000-0384,32.82,Latte,18,7,2024,21,46,18
987,card,ANON-0000-0000-0375,23.02,Americano,19,7,2024,11,3,2
988,card,ANON-0000-0000-0385,27.92,Americano with Milk,19,7,2024,11,16,20
989,card,ANON-0000-0000-0386,32.82,Latte,19,7,2024,12,58,37
990,card,ANON-0000-0000-0386,27.92,Americano with Milk,19,7,2024,12,59,55
991,card,ANON-0000-0000-0384,32.82,Latte,19,7,2024,14,9,20
992,card,ANON-0000-0000-0384,32.82,Cocoa,19,7,2024,14,11,22
993,card,ANON-0000-0000-0384,32.82,Latte,19,7,2024,16,36,19
994,card,ANON-0000-0000-0384,32.82,Latte,19,7,2024,16,37,35
995,card,ANON-0000-0000-0387,23.02,Americano,20,7,2024,8,5,44
996,card,ANON-0000-0000-0387,32.82,Latte,20,7,2024,8,6,48
997,card,ANON-0000-0000-0387,23.02,Americano,20,7,2024,8,7,51
998,card,ANON-0000-0000-0388,32.82,Latte,20,7,2024,9,0,53
999,card,ANON-0000-0000-0389,32.82,Latte,20,7,2024,9,2,27
1000,card,ANON-0000-0000-0390,23.02,Americano,20,7,2024,10,39,21
1001,card,ANON-0000-0000-0391,32.82,Latte,20,7,2024,15,15,9
1002,card,ANON-0000-0000-0367,32.82,Cocoa,21,7,2024,10,30,55
1003,card,ANON-0000-0000-0392,32.82,Cappuccino,21,7,2024,11,39,28
1004,card,ANON-0000-0000-0393,23.02,Cortado,21,7,2024,13,34,30
1005,card,ANON-0000-0000-0394,32.82,Latte,21,7,2024,13,42,31
1006,card,ANON-0000-0000-0375,23.02,Americano,22,7,2024,8,13,23
1007,card,ANON-0000-0000-0395,23.02,Americano,22,7,2024,8,40,49
1008,card,ANON-0000-0000-0385,27.92,Americano with Milk,22,7,2024,10,15,37
1009,card,ANON-0000-0000-0396,32.82,Latte,22,7,2024,16,44,37
1010,card,ANON-0000-0000-0197,32.82,Latte,23,7,2024,8,12,56
1011,card,ANON-0000-0000-0395,23.02,Americano,23,7,2024,8,40,18
1012,card,ANON-0000-0000-0397,27.92,Americano with Milk,23,7,2024,8,44,53
1013,card,ANON-0000-0000-0398,32.82,Cocoa,23,7,2024,8,49,25
1014,card,ANON-0000-0000-0399,32.82,Latte,23,7,2024,8,51,10
1015,card,ANON-0000-0000-0375,23.02,Americano,23,7,2024,9,1,45
1016,card,ANON-0000-0000-0400,27.92,Americano with Milk,23,7,2024,10,3,36
1017,card,ANON-0000-0000-0401,27.92,Americano with Milk,23,7,2024,15,20,4
1018,card,ANON-0000-0000-0401,32.82,Latte,23,7,2024,15,21,1
1019,card,ANON-0000-0000-0009,32.82,Latte,23,7,2024,21,1,40
1020,card,ANON-0000-0000-0012,23.02,Americano,23,7,2024,21,23,13
1021,card,ANON-0000-0000-0012,23.02,Americano,23,7,2024,21,24,22
1022,card,ANON-0000-0000-0097,27.92,Americano with Milk,24,7,2024,9,16,9
1023,card,ANON-0000-0000-0385,27.92,Americano with Milk,24,7,2024,9,38,55
1024,card,ANON-0000-0000-0402,18.12,Espresso,24,7,2024,9,54,37
1025,card,ANON-0000-0000-0379,32.82,Cappuccino,24,7,2024,11,43,53
1026,card,ANON-0000-0000-0399,32.82,Latte,24,7,2024,13,55,13
1027,card,ANON-0000-0000-0012,18.12,Espresso,24,7,2024,14,45,49
1028,card,ANON-0000-0000-0009,32.82,Latte,24,7,2024,15,18,30
1029,card,ANON-0000-0000-0205,32.82,Cappuccino,24,7,2024,19,15,5
1030,card,ANON-0000-0000-0205,32.82,Cappuccino,24,7,2024,19,16,59
1031,card,ANON-0000-0000-0040,27.92,Americano with Milk,24,7,2024,21,17,36
1032,card,ANON-0000-0000-0040,23.02,Americano,24,7,2024,21,18,41
1033,card,ANON-0000-0000-0012,23.02,Americano,24,7,2024,21,25,17
1034,card,ANON-0000-0000-0012,23.02,Americano,25,7,2024,7,54,47
1035,card,ANON-0000-0000-0399,32.82,Latte,25,7,2024,8,49,18
1036,card,ANON-0000-0000-0385,27.92,Americano with Milk,25,7,2024,10,29,44
1037,card,ANON-0000-0000-0375,23.02,Americano,25,7,2024,11,26,4
1038,card,ANON-0000-0000-0403,32.82,Cappuccino,25,7,2024,15,25,6
1039,card,ANON-0000-0000-0257,32.82,Cappuccino,25,7,2024,19,21,0
1040,card,ANON-0000-0000-0404,23.02,Cortado,25,7,2024,21,6,1
1041,card,ANON-0000-0000-0404,18.12,Espresso,25,7,2024,21,6,50
1042,card,ANON-0000-0000-0328,23.02,Cortado,25,7,2024,22,38,51
1043,card,ANON-0000-0000-0405,32.82,Cocoa,25,7,2024,22,39,46
1044,card,ANON-0000-0000-0406,32.82,Latte,26,7,2024,8,33,1
1045,card,ANON-0000-0000-0097,27.92,Americano with Milk,26,7,2024,9,19,37
1046,card,ANON-0000-0000-0059,18.12,Espresso,26,7,2024,9,20,34
1047,card,ANON-0000-0000-0407,23.02,Cortado,26,7,2024,9,33,11
1048,card,ANON-0000-0000-0407,23.02,Cortado,26,7,2024,9,34,16
1049,card,ANON-0000-0000-0408,32.82,Latte,26,7,2024,9,59,7
1050,card,ANON-0000-0000-0408,32.82,Latte,26,7,2024,10,0,2
1051,card,ANON-0000-0000-0385,27.92,Americano with Milk,26,7,2024,11,47,13
1052,card,ANON-0000-0000-0379,27.92,Americano with Milk,26,7,2024,12,7,1
1053,card,ANON-0000-0000-0339,32.82,Cappuccino,26,7,2024,12,28,8
1054,card,ANON-0000-0000-0339,32.82,Cappuccino,26,7,2024,12,29,17
1055,card,ANON-0000-0000-0409,32.82,Latte,26,7,2024,13,9,56
1056,card,ANON-0000-0000-0410,23.02,Americano,26,7,2024,17,23,29
1057,card,ANON-0000-0000-0411,32.82,Cappuccino,26,7,2024,17,58,29
1058,card,ANON-0000-0000-0009,32.82,Latte,26,7,2024,21,15,9
1059,card,ANON-0000-0000-0412,27.92,Americano with Milk,26,7,2024,22,49,52
1060,card,ANON-0000-0000-0097,32.82,Cappuccino,27,7,2024,9,9,16
1061,card,ANON-0000-0000-0413,27.92,Americano with Milk,27,7,2024,11,55,31
1062,card,ANON-0000-0000-0059,27.92,Americano with Milk,27,7,2024,12,25,10
1063,card,ANON-0000-0000-0040,18.12,Espresso,27,7,2024,12,26,13
1064,card,ANON-0000-0000-0059,27.92,Americano with Milk,27,7,2024,12,33,23
1065,card,ANON-0000-0000-0225,18.12,Espresso,27,7,2024,14,28,41
1066,card,ANON-0000-0000-0077,32.82,Latte,27,7,2024,14,51,53
1067,card,ANON-0000-0000-0414,32.82,Cappuccino,27,7,2024,17,2,33
1068,card,ANON-0000-0000-0415,32.82,Cappuccino,27,7,2024,17,3,39
1069,card,ANON-0000-0000-0416,27.92,Americano with Milk,27,7,2024,17,9,0
1070,card,ANON-0000-0000-0416,27.92,Americano with Milk,27,7,2024,17,10,8
1071,card,ANON-0000-0000-0009,32.82,Latte,27,7,2024,20,55,20
1072,card,ANON-0000-0000-0417,32.82,Cappuccino,27,7,2024,22,56,23
1073,card,ANON-0000-0000-0012,18.12,Espresso,28,7,2024,11,7,25
1074,card,ANON-0000-0000-0276,27.92,Americano with Milk,28,7,2024,14,17,54
1075,card,ANON-0000-0000-0276,32.82,Latte,28,7,2024,14,18,52
1076,card,ANON-0000-0000-0418,32.82,Latte,29,7,2024,8,12,6
1077,card,ANON-0000-0000-0012,23.02,Americano,29,7,2024,9,4,47
1078,card,ANON-0000-0000-0097,27.92,Americano with Milk,29,7,2024,9,15,46
1079,card,ANON-0000-0000-0003,23.02,Americano,29,7,2024,9,19,44
1080,card,ANON-0000-0000-0419,27.92,Americano with Milk,29,7,2024,9,51,24
1081,card,ANON-0000-0000-0420,32.82,Cappuccino,29,7,2024,9,58,29
1082,card,ANON-0000-0000-0421,32.82,Hot Chocolate,29,7,2024,10,43,43
1083,card,ANON-0000-0000-0421,32.82,Hot Chocolate,29,7,2024,10,44,55
1084,card,ANON-0000-0000-0422,32.82,Cappuccino,29,7,2024,19,6,31
1085,card,ANON-0000-0000-0099,23.02,Americano,29,7,2024,19,30,16
1086,card,ANON-0000-0000-0328,32.82,Cocoa,29,7,2024,21,57,34
1087,card,ANON-0000-0000-0423,27.92,Americano with Milk,30,7,2024,7,41,10
1088,card,ANON-0000-0000-0424,23.02,Cortado,30,7,2024,8,5,7
1089,card,ANON-0000-0000-0425,32.82,Cappuccino,30,7,2024,8,20,51
1090,card,ANON-0000-0000-0097,27.92,Americano with Milk,30,7,2024,9,13,43
1091,card,ANON-0000-0000-0141,23.02,Cortado,30,7,2024,10,17,11
1092,card,ANON-0000-0000-0276,27.92,Americano with Milk,30,7,2024,10,19,34
1093,card,ANON-0000-0000-0250,32.82,Latte,30,7,2024,10,23,20
1094,card,ANON-0000-0000-0426,23.02,Americano,30,7,2024,11,12,7
1095,card,ANON-0000-0000-0426,18.12,Espresso,30,7,2024,11,13,16
1096,card,ANON-0000-0000-0427,27.92,Americano with Milk,30,7,2024,11,14,41
1097,card,ANON-0000-0000-0428,27.92,Americano with Milk,30,7,2024,11,16,1
1098,card,ANON-0000-0000-0429,27.92,Americano with Milk,30,7,2024,11,30,34
1099,card,ANON-0000-0000-0430,27.92,Americano with Milk,30,7,2024,11,31,40
1100,card,ANON-0000-0000-0431,32.82,Latte,30,7,2024,12,8,7
1101,card,ANON-0000-0000-0432,27.92,Americano with Milk,30,7,2024,15,16,9
1102,card,ANON-0000-0000-0433,23.02,Cortado,30,7,2024,16,8,52
1103,card,ANON-0000-0000-0433,27.92,Americano with Milk,30,7,2024,16,9,43
1104,card,ANON-0000-0000-0434,18.12,Espresso,30,7,2024,20,24,19
1105,card,ANON-0000-0000-0097,27.92,Americano with Milk,30,7,2024,20,53,51
1106,card,ANON-0000-0000-0097,27.92,Americano with Milk,30,7,2024,20,54,46
1107,card,ANON-0000-0000-0347,27.92,Americano with Milk,30,7,2024,20,57,2
1108,card,ANON-0000-0000-0435,32.82,Latte,30,7,2024,21,33,19
1109,card,ANON-0000-0000-0436,23.02,Americano,30,7,2024,22,15,21
1110,card,ANON-0000-0000-0436,32.82,Cappuccino,30,7,2024,22,16,19
1111,card,ANON-0000-0000-0423,27.92,Americano with Milk,31,7,2024,7,59,52
1112,card,ANON-0000-0000-0437,27.92,Americano with Milk,31,7,2024,8,37,41
1113,card,ANON-0000-0000-0437,27.92,Americano with Milk,31,7,2024,8,38,38
1114,card,ANON-0000-0000-0388,23.02,Americano,31,7,2024,9,54,45
1115,card,ANON-0000-0000-0388,23.02,Americano,31,7,2024,9,55,45
1116,card,ANON-0000-0000-0276,27.92,Americano with Milk,31,7,2024,9,58,15
1117,card,ANON-0000-0000-0384,32.82,Cocoa,31,7,2024,13,11,42
1118,card,ANON-0000-0000-0384,32.82,Latte,31,7,2024,13,14,0
1119,card,ANON-0000-0000-0438,27.92,Americano with Milk,31,7,2024,13,24,49
1120,card,ANON-0000-0000-0439,23.02,Cortado,31,7,2024,17,48,6
1121,card,ANON-0000-0000-0440,32.82,Latte,31,7,2024,18,4,14
1122,card,ANON-0000-0000-0441,23.02,Cortado,31,7,2024,19,22,38
1123,card,ANON-0000-0000-0009,32.82,Latte,31,7,2024,19,28,45
1124,card,ANON-0000-0000-0442,32.82,Cocoa,31,7,2024,20,46,42
1125,card,ANON-0000-0000-0443,23.02,Cortado,31,7,2024,20,50,7
1126,card,ANON-0000-0000-0443,32.82,Latte,31,7,2024,20,51,10
1127,card,ANON-0000-0000-0153,32.82,Cappuccino,31,7,2024,20,52,14
1128,card,ANON-0000-0000-0443,23.02,Cortado,31,7,2024,20,53,35
1129,card,ANON-0000-0000-0040,27.92,Americano with Milk,31,7,2024,20,59,25
1130,card,ANON-0000-0000-0444,32.82,Latte,31,7,2024,21,26,26
1131,card,ANON-0000-0000-0445,32.82,Latte,31,7,2024,21,54,11
1132,card,ANON-0000-0000-0446,32.82,Latte,31,7,2024,21,55,16
